20	0	3782364	132	0.3695	null
16	0	3782364	133	0.3691	null
4	0	2627179	134	0.3686	null
28	0	3356124	135	0.3678	null
24	0	1964547	136	0.3664	null
24	0	3368296	137	0.3664	null
8	0	2567289	138	0.366	null
2	0	2627179	139	0.3656	null
6	0	2567289	140	0.3632	null
27	0	3368296	141	0.3623	null
10	0	2635122	142	0.362	null
15	0	2246105	143	0.3618	null
28	0	3444845	144	0.3616	null
9	0	3199072	145	0.3615	null
25	0	1976608	146	0.3608	null
8	0	2737775	147	0.3602	null
11	0	3782364	148	0.36	null
7	0	2567096	149	0.3596	null
6	0	2244628	150	0.359	null
21	0	3356124	151	0.3586	null
22	0	3356124	152	0.3586	null
5	0	2567096	153	0.3578	null
30	0	1976608	154	0.3561	null
3	0	3199072	155	0.3555	null
26	0	3356124	156	0.3553	null
6	0	2737775	157	0.3545	null
23	0	3368296	158	0.3541	null
13	0	3782364	159	0.3537	null
5	0	2635122	160	0.3521	null
27	0	3661963	161	0.3509	null
5	0	2737775	162	0.3506	null
24	0	1976608	163	0.3503	null
11	0	2828440	164	0.3499	null
12	0	3782364	165	0.3474	null
9	0	2567289	166	0.347	null
18	0	3806164	167	0.347	null
15	0	2609891	168	0.3448	null
4	0	2737775	169	0.3446	null
1	0	2627179	170	0.3426	null
12	0	2828440	171	0.3426	null
6	0	3199072	172	0.3367	null
26	0	1976608	173	0.335	null
5	0	3078282	174	0.3347	null
15	0	3782364	175	0.3335	null
14	0	3782364	176	0.3318	null
5	0	2627179	177	0.3316	null
8	0	2627179	178	0.331	null
10	0	2627179	179	0.3296	null
7	0	2737775	180	0.3295	null
18	0	3782364	181	0.3293	null
9	0	2627179	182	0.3278	null
28	0	3368296	183	0.3277	null
16	0	1794449	184	0.3268	null
20	0	2828440	185	0.3249	null
18	0	1794449	186	0.3248	null
2	0	2567289	187	0.3246	null
27	0	1964547	188	0.3214	null
22	0	1976608	189	0.32	null
5	0	2567289	190	0.3171	null
1	0	2729419	191	0.3166	null
18	0	3150839	192	0.3161	null
19	0	1794449	193	0.3149	null
12	0	2609891	194	0.3111	null
15	0	2828440	195	0.3077	null
7	0	2567289	196	0.3076	null
6	0	2627179	197	0.3065	null
1	0	2567289	198	0.3064	null
19	0	2609891	199	0.305	null
29	0	3368296	200	0.3044	null
2	0	2737775	201	0.3035	null
15	0	3150839	202	0.3015	null
14	0	2609891	203	0.2993	null
20	0	2609891	204	0.2989	null
19	0	2828440	205	0.2982	null
27	0	1976608	206	0.2969	null
11	0	2609891	207	0.2968	null
21	0	3368296	208	0.296	null
22	0	3368296	209	0.296	null
1	0	3259311	210	0.2916	null
3	0	2627179	211	0.2911	null
4	0	2567289	212	0.29	null
8	0	2729419	213	0.2897	null
13	0	2609891	214	0.2893	null
17	0	2609891	215	0.289	null
26	0	3368296	216	0.2884	null
18	0	2559826	217	0.2802	null
16	0	2609891	218	0.2801	null
18	0	2609891	219	0.2789	null
7	0	2729419	220	0.2729	null
3	0	3078282	221	0.2722	null
12	0	1858696	222	0.2702	null
8	0	3259311	223	0.27	null
9	0	3259311	224	0.2695	null
27	0	3337801	225	0.2665	null
30	0	3420498	226	0.2594	null
27	0	3420498	227	0.254	null
14	0	2572586	228	0.2531	null
29	0	3356124	229	0.2519	null
1	0	2232040	230	0.2517	null
24	0	3420498	231	0.2494	null
25	0	3420498	232	0.2494	null
23	0	3420498	233	0.2487	null
11	0	2572586	234	0.2483	null
13	0	2572586	235	0.2453	null
12	0	2572586	236	0.244	null
13	0	2246105	237	0.2435	null
21	0	3337801	238	0.2419	null
7	0	3259311	239	0.238	null
28	0	3420498	240	0.2372	null
6	0	3259311	241	0.2354	null
26	0	1891278	242	0.2354	null
17	0	3806164	243	0.2337	null
16	0	3806164	244	0.2291	null
16	0	2994656	245	0.2273	null
13	0	2994656	246	0.2264	null
20	0	2994656	247	0.223	null
13	0	3806164	248	0.2219	null
19	0	2994656	249	0.2201	null
11	0	2994656	250	0.2156	null
12	0	2246105	251	0.215	null
18	0	2994656	252	0.215	null
12	0	2994656	253	0.2124	null
16	0	2559826	254	0.2112	null
6	0	2232040	255	0.207	null
19	0	2246105	256	0.2053	null
4	0	2232040	257	0.2051	null
19	0	3806164	258	0.2048	null
17	0	2559826	259	0.2035	null
6	0	2729419	260	0.203	null
20	0	3806164	261	0.2017	null
11	0	3806164	262	0.2015	null
14	0	3806164	263	0.2011	null
23	0	3632172	264	0.1921	null
24	0	3632172	265	0.1919	null
8	0	2232040	266	0.19	null
25	0	3632172	267	0.1899	null
30	0	3632172	268	0.186	null
2	0	2232040	269	0.1854	null
11	0	2559826	270	0.1838	null
7	0	2232040	271	0.1815	null
22	0	3420498	272	0.1801	null
21	0	3632172	273	0.1784	null
22	0	3632172	274	0.1784	null
12	0	3806164	275	0.1774	null
14	0	2559826	276	0.1724	null
28	0	3632172	277	0.1707	null
10	0	2232040	278	0.1654	null
14	0	1858696	279	0.1426	null
29	0	3420498	280	0.1323	null
9	0	2232040	281	0.132	null
29	0	3632172	282	0.1202	null
26	0	3420498	283	0.0906	null
26	0	3632172	284	0.087	null
